Date,Location,Total points,Points flowering,New flowers,Total Flowers
20 Apr 20,5*4as,5,5,5,
20 Apr 20,7*3a3s,1,1,1,
20 Apr 20,8*4a2s,3,3,3,
20 Apr 20,7*3a2s,2,1,0,
20 Apr 20,7*3as,7,5,6,
20 Apr 20,7*3a,1,1,1,
20 Apr 20,8*4a,3,0,0,
20 Apr 20,7*2a,2,2,2,
20 Apr 20,7*a,6,6,5,
20 Apr 20,8*d,2,2,1,
20 Apr 20,7*c,1,0,0,
20 Apr 20,9*2a,3,3,4,
20 Apr 20,10*s,9,8,8,
20 Apr 20,10*as,7,6,4,
20 Apr 20,10*2a,1,1,1,
20 Apr 20,12*2ag,9,9,2,
20 Apr 20,11*g,3,3,4,
20 Apr 20,12*g,1,1,0,
20 Apr 20,13*g,4,4,3,
20 Apr 20,15*2d,3,3,1,
20 Apr 20,16*m,1,1,1,
20 Apr 20,17*m,2,2,2,
20 Apr 20,18*m,1,1,1,
20 Apr 20,17*a,1,1,1,
20 Apr 20,18*g,8,0,0,
20 Apr 20,19*d,7,7,8,
20 Apr 20,19*2d,1,0,0,
20 Apr 20,19*m,2,2,3,
20 Apr 20,20*a,3,3,2,
20 Apr 20,21*g,3,3,5,
20 Apr 20,23*3a,5,5,4,
20 Apr 20,25*3g,1,1,1,
21 Apr 20,1*4a,2,2,2,
21 Apr 20,2*5a,1,1,0,
21 Apr 20,3*2ag,8,8,3,
21 Apr 20,4*3a2g,13,13,5,
21 Apr 20,4*3a,10,10,7,
21 Apr 20,4*2a,9,9,5,
21 Apr 20,3*3g,2,2,1,
21 Apr 20,6*2a,1,1,1,
21 Apr 20,5*2a,1,1,1,
21 Apr 20,5*2ag,3,3,2,
21 Apr 20,5*3as,1,1,0,
21 Apr 20,5*4a,9,9,3,
21 Apr 20,6*5a,2,2,0,
21 Apr 20,5*4as,5,5,3,
21 Apr 20,7*3a3s,1,1,1,
21 Apr 20,8*4a2s,3,3,2,
21 Apr 20,7*3a2s,2,1,1,
21 Apr 20,7*3as,7,5,2,
21 Apr 20,7*3a,1,1,0,
21 Apr 20,8*4a,3,0,0,
21 Apr 20,7*2a,2,2,1,
21 Apr 20,7*a,6,6,4,
21 Apr 20,8*d,2,2,1,
21 Apr 20,7*c,1,0,0,
21 Apr 20,9*2a,3,3,1,
21 Apr 20,10*s,9,8,4,
21 Apr 20,10*as,7,6,2,
21 Apr 20,10*2a,1,1,1,
21 Apr 20,12*2ag,9,9->5,0,
21 Apr 20,11*g,3,3,0,
21 Apr 20,12*g,1,1,0,
21 Apr 20,13*g,4,4,2,
21 Apr 20,15*2d,3,3->2,2,
21 Apr 20,16*m,1,1,0,
21 Apr 20,17*m,2,2,1,
21 Apr 20,18*m,1,1,1,
21 Apr 20,17*a,1,1,1,
21 Apr 20,18*g,8,0,0,
21 Apr 20,19*d,7,7,1,
21 Apr 20,19*2d,1,0,0,
21 Apr 20,19*m,2,2,1,
21 Apr 20,20*a,3,3,1,
21 Apr 20,21*g,3,3,0,
21 Apr 20,23*3a,5,5,2,
21 Apr 20,25*3g,1,1,1,
22 Apr 20,1*4a,2,2,2,
22 Apr 20,2*5a,1,1,1,
22 Apr 20,3*2ag,8,8,6,
22 Apr 20,4*3a2g,13,13,12,
22 Apr 20,4*3a,10,10,8,
22 Apr 20,4*2a,9,9,8,
22 Apr 20,3*3g,2,2,2,
22 Apr 20,6*2a,1,1,1,
22 Apr 20,5*2a,1,1->0,0,
22 Apr 20,5*2ag,3,3,4,
22 Apr 20,5*3as,1,1,2,
22 Apr 20,5*4a,9,9->7,7,
22 Apr 20,6*5a,2,2->1,1,
22 Apr 20,5*4as,5,5,4,
22 Apr 20,7*3a3s,1,1,1,
22 Apr 20,8*4a2s,3,3,4,
22 Apr 20,7*3a2s,2,1->2,2,
22 Apr 20,7*3as,7,5,6,
22 Apr 20,7*3a,1,1,2,
22 Apr 20,8*4a,3,0,0,
22 Apr 20,7*2a,2,2,2,
22 Apr 20,7*a,6,6,7,
22 Apr 20,8*d,2,2,1,
22 Apr 20,7*c,1,0,0,
22 Apr 20,9*2a,3,3->2,2,
22 Apr 20,10*s,9,8,10,
22 Apr 20,10*as,7,6,7,
22 Apr 20,10*2a,1,1,1,
22 Apr 20,12*2ag,9,5->0,0,
22 Apr 20,11*g,3,3,4,
22 Apr 20,12*g,1,1,1,
22 Apr 20,13*g,4,4->3,2,
22 Apr 20,15*2d,3,2,1,
22 Apr 20,16*m,1,1,0,
22 Apr 20,17*m,2,2,3,
22 Apr 20,18*m,1,1,1,
22 Apr 20,19*s,1,1,1,
22 Apr 20,17*a,1,1,1,
22 Apr 20,18*g,8,0,0,
22 Apr 20,19*d,7,7,8,
22 Apr 20,19*2d,1,0->1,1,
22 Apr 20,19*m,2,2,2,
22 Apr 20,20*a,3,3->1,1,
22 Apr 20,21*g,3,3,3,
22 Apr 20,23*3a,5,5,5,
22 Apr 20,25*3g,1,1,1,
23 Apr 20,1*4a,2,2,2,
23 Apr 20,2*5a,1,1,1,
23 Apr 20,3*2ag,8,8,4,
23 Apr 20,4*3a2g,13,13,13,
23 Apr 20,4*3a,10,10,6,
23 Apr 20,4*2a,9,9,7,
23 Apr 20,3*3g,2,2,0,
23 Apr 20,6*2a,1,1,1,
23 Apr 20,5*2a,1,0,0,
23 Apr 20,5*2ag,3,3,3,
23 Apr 20,5*3as,1,1,1,
23 Apr 20,5*4a,9,7->5,3,
23 Apr 20,6*5a,2,1,1,
23 Apr 20,5*4as,5,5,4,
23 Apr 20,7*3a3s,1,1,1,
23 Apr 20,8*4a2s,3,3,1,
23 Apr 20,7*3a2s,2,2,2,
23 Apr 20,7*3as,7,5,3,
23 Apr 20,7*3a,1,1,1,
23 Apr 20,8*4a,3,0,0,
23 Apr 20,7*2a,2,2->1,1,
23 Apr 20,7*a,6,6,3,
23 Apr 20,8*d,2,2->1,1,
23 Apr 20,7*c,1,0,0,
23 Apr 20,9*2a,3,2,1,
23 Apr 20,10*s,9,8,5,
23 Apr 20,10*as,7,6,3,
23 Apr 20,10*2a,1,1,1,
23 Apr 20,12*2ag,9->5,0,0,
23 Apr 20,11*g,3,3,3,
23 Apr 20,12*g,1,1->0,0,
23 Apr 20,13*g,4,3,3,
23 Apr 20,15*2d,3,2,2,
23 Apr 20,16*m,1,1,0,
23 Apr 20,17*m,2,2,1,
23 Apr 20,18*m,1,1,0,
23 Apr 20,19*s->19*m,1,1,0,
23 Apr 20,17*a,1,1,0,
23 Apr 20,18*g,8,0,0,
23 Apr 20,19*d,7,7,6,
23 Apr 20,19*2d,1,1,1,
23 Apr 20,19*m->19*2m,2,2,2,
23 Apr 20,20*a,3,1->0,0,
23 Apr 20,21*g,3,3,5,
23 Apr 20,23*3a,5,5,5,
23 Apr 20,25*3g,1,1,1,
24 Apr 20,1*4a,2,2,0,
24 Apr 20,2*5a,1,1,1,
24 Apr 20,3*2ag,8,8->3,1,
24 Apr 20,4*3a2g,13,13,5,
24 Apr 20,4*3a,10,10,6,
24 Apr 20,4*2a,9,9,3,
24 Apr 20,3*3g,2,2,1,
24 Apr 20,6*2a,1,1,0,
24 Apr 20,5*2a,1,0,0,
24 Apr 20,5*2ag,3,3,4,
24 Apr 20,5*3as,1,1,0,
24 Apr 20,5*4a,9,5->4,4,
24 Apr 20,6*5a,2,1,1,
24 Apr 20,5*4as,5,5–>4,2,
24 Apr 20,7*3a3s,1,1,1,
24 Apr 20,8*4a2s,3,3,2,
24 Apr 20,7*3a2s,2,2,0,
24 Apr 20,7*3as,7,5,3,
24 Apr 20,7*3a,1,1,0,
24 Apr 20,8*4a,3,0,0,
24 Apr 20,7*2a,2,1,1,
24 Apr 20,7*a,6,6,3,
24 Apr 20,8*d,2,1,1,
24 Apr 20,7*c,1,0,0,
24 Apr 20,9*2a,3,2->1,1,
24 Apr 20,10*s,9,8->9,7,
24 Apr 20,10*as,7,6,5,
24 Apr 20,10*2a,1,1,1,
24 Apr 20,12*2ag,9->5,0,0,
24 Apr 20,11*g,3,3,1,
24 Apr 20,12*g,1,0,0,
24 Apr 20,13*g,4,3->2,1,
24 Apr 20,15*2d,3,2,0,
24 Apr 20,16*m,1,1,0,
24 Apr 20,17*m,2,2,1,
24 Apr 20,18*m,1,1,1,
24 Apr 20,19*m,1,1,1,
24 Apr 20,17*a,1,1,1,
24 Apr 20,18*g,8,0,0,
24 Apr 20,19*d,7,7,4,
24 Apr 20,19*2d,1,1,0,
24 Apr 20,19*2m,2,2,2,
24 Apr 20,20*a,3,0,0,
24 Apr 20,21*g,3,3,0,
24 Apr 20,23*3a,5,5,1,
24 Apr 20,25*3g,1,1,1,
25 Apr 20,1*4a,2,2,2,
25 Apr 20,2*5a,1,1,0,
25 Apr 20,3*2ag,8,3,0,
25 Apr 20,4*3a2g,13,13,5,
25 Apr 20,4*3a,10,10->6,1,
25 Apr 20,4*2a,9,9,3,
25 Apr 20,3*3g,2,2,1,
25 Apr 20,6*2a,1,1,0,
25 Apr 20,5*2a,1,0,0,
25 Apr 20,5*2ag,3,3,2,
25 Apr 20,5*3as,1,1,1,
25 Apr 20,5*4a,9,4->2,1,
25 Apr 20,6*5a,2,1,1,
25 Apr 20,5*4as,5,4,2,
25 Apr 20,7*3a3s,1,1,1,
25 Apr 20,8*4a2s,3,3,1,
25 Apr 20,7*3a2s,2,2,1,
25 Apr 20,7*3as,7,5,4,
25 Apr 20,7*3a,1,1,1,
25 Apr 20,8*4a,3,0,0,
25 Apr 20,7*2a,2,1,1,
25 Apr 20,7*a,6,6,2,
25 Apr 20,8*d,2,1,0,
25 Apr 20,7*c,1,0,0,
25 Apr 20,9*2a,3,1,1,
25 Apr 20,10*s,9,9,4,
25 Apr 20,10*as,7,6,1,
25 Apr 20,10*2a,1,1,1,
25 Apr 20,12*2ag,9->5,0,0,
25 Apr 20,11*g,3,3,1,
25 Apr 20,12*g,1,0,0,
25 Apr 20,13*g,4,2,1,
25 Apr 20,15*2d,3,2,1,
25 Apr 20,16*m,1,1->0,0,
25 Apr 20,17*m,2,2,0,
25 Apr 20,18*m,1,1,1,
25 Apr 20,19*m,1,1,0,
25 Apr 20,17*a,1,1,0,
25 Apr 20,18*g,8,0,0,
25 Apr 20,19*d,7,7,1,
25 Apr 20,19*2d,1,1,1,
25 Apr 20,19*2m,2,2,0,
25 Apr 20,20*a,3,0,0,
25 Apr 20,21*g,3,3,3,
25 Apr 20,23*3a,5,5,3,
25 Apr 20,25*3g,1,1,0,
26 Apr 20,1*4a,2,2,2,
26 Apr 20,2*5a,1,1,1,
26 Apr 20,3*2ag,8,3,3,
26 Apr 20,4*3a2g,13,13,9,
26 Apr 20,4*3a,10,6,2,
26 Apr 20,4*2a,9,9->8,3,
26 Apr 20,3*3g,2,2->1,0,
26 Apr 20,6*2a,1,1,1,
26 Apr 20,5*2a,1,0,0,
26 Apr 20,5*2ag,3,3,2,
26 Apr 20,5*3as,1,1,1,
26 Apr 20,5*4a,9,2->1,1,
26 Apr 20,6*5a,2,1,0,
26 Apr 20,5*4as,5,4,2,
26 Apr 20,7*3a3s,1,1,1,
26 Apr 20,8*4a2s,3,3,3,
26 Apr 20,7*3a2s,2,2,3,
26 Apr 20,7*3as,7,5,3,
26 Apr 20,7*3a,1,1,1,
26 Apr 20,8*4a,3,0,0,
26 Apr 20,7*2a,2,1,1,
26 Apr 20,7*a,6,6,5,
26 Apr 20,8*d,2,1->2,2,
26 Apr 20,7*c,1,0,0,
26 Apr 20,9*2a,3,1,0,
26 Apr 20,10*s,9,9,7,
26 Apr 20,10*as,7,6,5,
26 Apr 20,10*2a,1,1,1,
26 Apr 20,12*2ag,9->5,0,0,
26 Apr 20,12*m,2,1,,
26 Apr 20,12*2a,2,0,,
26 Apr 20,12*2g,2,1,0,
26 Apr 20,11*a,2,2,2,
26 Apr 20,11*g,3,3->2,2,
26 Apr 20,12*g,1,0,0,
26 Apr 20,13*g,4,2,1,
26 Apr 20,15*2d,3,2,1,
26 Apr 20,16*m,1,0,0,
26 Apr 20,17*m,2,2,1,
26 Apr 20,18*m,1,1,0,
26 Apr 20,19*m,1,1,1,
26 Apr 20,17*a,1,1,1,
26 Apr 20,18*g,8,0,0,
26 Apr 20,19*d,7,7,3,
26 Apr 20,19*2d,1,1,1,
26 Apr 20,19*2m,2,2,2,
26 Apr 20,20*a,3,0,0,
26 Apr 20,21*g,3,3,2,
26 Apr 20,23*3a,5,5->4,2,
26 Apr 20,25*3g,1,1,1,
27 Apr 20,1*4a,2,2,1,
27 Apr 20,2*5a,1,1,0,
27 Apr 20,3*2ag,8,3->2,2,
27 Apr 20,4*3a2g,13,13->11,5,
27 Apr 20,4*3a,10,6->3,3,
27 Apr 20,4*2a,9,8->7,3,
27 Apr 20,3*3g,2,1,1,
27 Apr 20,6*2a,1,1,1,
27 Apr 20,5*2a,1,0,0,
27 Apr 20,5*2ag,3,3,3,
27 Apr 20,5*3as,1,1,1,
27 Apr 20,5*4a,9,1,1,
27 Apr 20,6*5a,2,1,1,
27 Apr 20,5*4as,5,4,3,
27 Apr 20,7*3a3s,1,1,0,
27 Apr 20,8*4a2s,3,3,2,
27 Apr 20,7*3a2s,2,2,0,
27 Apr 20,7*3as,7,5,2,
27 Apr 20,7*3a,1,1,0,
27 Apr 20,8*4a,3,0,0,
27 Apr 20,7*2a,2,1,1,
27 Apr 20,7*a,6,6->5,1,
27 Apr 20,8*d,2,1->2,2,
27 Apr 20,7*c,1,0,0,
27 Apr 20,9*2a,3,1,1,
27 Apr 20,10*s,9,9->6,3,
27 Apr 20,10*as,7,6,2,
27 Apr 20,10*2a,1,1,1,
27 Apr 20,12*2ag,9->5,0,0,
27 Apr 20,12*m,2,1,1,
27 Apr 20,12*2a->12*a,2,0,0,
27 Apr 20,12*2g,2,1,1,
27 Apr 20,11*a,2,2,1,
27 Apr 20,11*g,3,2,2,
27 Apr 20,12*g,1,0,0,
27 Apr 20,13*g,4,2,2,
27 Apr 20,15*2d,3,2,2,
27 Apr 20,17*a,1,1,1,
27 Apr 20,16*m,1,0,0,
27 Apr 20,17*m,2,2,0,
27 Apr 20,18*m,1,1,1,
27 Apr 20,19*m,1,1,1,
27 Apr 20,18*g,8,0,0,
27 Apr 20,19*d,7,7->5,2,
27 Apr 20,19*2d,1,1,0,
27 Apr 20,19*2m,2,2,2,
27 Apr 20,20*a,3,0,0,
27 Apr 20,21*g,3,3,0,
27 Apr 20,23*3a,5,4->3,2,
27 Apr 20,25*3g,1,1,1,
28 Apr 20,1*4a,2,2,1,
28 Apr 20,2*5a,1,1,1,
28 Apr 20,3*2ag,8,2->1,0,
28 Apr 20,4*3a2g,13,11,5,
28 Apr 20,4*3a,10,3->1,1,
28 Apr 20,4*2a,9,7->3,4,
28 Apr 20,3*3g,2,1->0,0,
28 Apr 20,6*2a,1,1,0,
28 Apr 20,5*2a,1,0,0,
28 Apr 20,5*2ag,3,3,3,
28 Apr 20,5*3as,1,1,0,
28 Apr 20,5*4a,9,1->0,0,
28 Apr 20,6*5a,2,1,1,
28 Apr 20,5*4as,5,4->2,1,
28 Apr 20,7*3a3s,1,1,1,
28 Apr 20,8*4a2s,3,3,3,
28 Apr 20,7*3a2s,2,2,2,
28 Apr 20,7*3as,7,5,5,
28 Apr 20,7*3a,1,1,1,
28 Apr 20,8*4a,3,0,0,
28 Apr 20,7*2a,2,1,1,
28 Apr 20,7*a,6,5,3,
28 Apr 20,8*d,2,2->1,1,
28 Apr 20,7*c,1,0,0,
28 Apr 20,9*2a,3,1,1,
28 Apr 20,10*s,9,6,4,
28 Apr 20,10*as,7,6->4,2,
28 Apr 20,10*2a,1,1,0,
28 Apr 20,12*2ag,9->5,0,0,
28 Apr 20,12*m,2,1,1,
28 Apr 20,12*a,2,0,0,
28 Apr 20,12*2g,2,1->2,2,
28 Apr 20,11*a,2,2->1,1,
28 Apr 20,11*g,3,2->1,0,
28 Apr 20,12*g,1,0,0,
28 Apr 20,13*g,4,2->0,0,
28 Apr 20,15*2d,3,2,1,
28 Apr 20,17*a,1,1,1,
28 Apr 20,16*m,1,0,0,
28 Apr 20,17*m,2,2->0,0,
28 Apr 20,18*m,1,1,1,
28 Apr 20,19*m,1,1,0,
28 Apr 20,18*g,8,0->1,1,
28 Apr 20,19*d,7,5->4,2,
28 Apr 20,19*2d,1,1,1,
28 Apr 20,19*2m,2,2,2,
28 Apr 20,20*a,3,0,0,
28 Apr 20,21*g,3,3–>2,2,
28 Apr 20,23*3a,5,3,1,
28 Apr 20,25*3g,1,1,0,
29 Apr 20,1*4a,2,2,1,
29 Apr 20,2*5a,1,1,0,
29 Apr 20,3*2ag,8,1,0,
29 Apr 20,4*3a2g,13,11->4,0,
29 Apr 20,4*3a,10,1->0,0,
29 Apr 20,4*2a,9,3->1,1,
29 Apr 20,3*3g,2,0,0,
29 Apr 20,6*2a,1,1,0,
29 Apr 20,5*2a,1,0,0,
29 Apr 20,5*2ag,3,3,0,
29 Apr 20,5*3as,1,1,0,
29 Apr 20,5*4a,9,0,0,
29 Apr 20,6*5a,2,1,0,
29 Apr 20,5*4as,5,2,1,
29 Apr 20,7*3a3s,1,1,1,
29 Apr 20,8*4a2s,3,3,0,
29 Apr 20,7*3a2s,2,2,0,
29 Apr 20,7*3as,7,5,2,
29 Apr 20,7*3a,1,1,0,
29 Apr 20,8*4a,3,0,0,
29 Apr 20,7*2a,2,1,0,
29 Apr 20,7*a,6,5,1,
29 Apr 20,8*d,2,1,0,
29 Apr 20,7*c,1,0,0,
29 Apr 20,9*2a,3,1,0,
29 Apr 20,10*s,9,6,2,
29 Apr 20,10*as,7,4,0,
29 Apr 20,10*2a,1,1,1,
29 Apr 20,12*2ag,5,0,0,
29 Apr 20,12*m,2,1,0,
29 Apr 20,12*a,2,0,0,
29 Apr 20,12*2g,2->3,2,0,
29 Apr 20,11*a,2,1,0,
29 Apr 20,11*g,3,1,1,
29 Apr 20,12*g,1,0,0,
29 Apr 20,13*g,4,0,0,
29 Apr 20,15*2d,3,2,0,
29 Apr 20,17*a,1,1,0,
29 Apr 20,16*m,1,0,0,
29 Apr 20,17*m,2,0,0,
29 Apr 20,18*m,1,1,0,
29 Apr 20,19*m,1,1,1,
29 Apr 20,18*g,8,1,0,
29 Apr 20,19*d,7,4,2,
29 Apr 20,19*2d,1,1,0,
29 Apr 20,19*2m,2,2,0,
29 Apr 20,20*a,3,0,0,
29 Apr 20,21*g,3,2,0,
29 Apr 20,23*3a,5,3->2,0,
29 Apr 20,25*3g,1,1,0,
30 Apr 20,1*4a,2,2,3,
30 Apr 20,2*5a,1,1->0,0,
30 Apr 20,3*2ag,8,1,1,
30 Apr 20,4*3a2g,13,4,3,
30 Apr 20,4*3a,10,0,0,
30 Apr 20,4*2a,9,3,2,
30 Apr 20,3*3g,2,0,0,
30 Apr 20,6*2a,1,1,1,
30 Apr 20,5*2a,1,0,0,
30 Apr 20,5*2ag,3,3,5,
30 Apr 20,5*3as,1,1,2,
30 Apr 20,5*4a,9,0,0,
30 Apr 20,6*5a,2,1,1,
30 Apr 20,5*4as,5,2,1,
30 Apr 20,7*3a3s,1,1,1,
30 Apr 20,8*4a2s,3,3,4,
30 Apr 20,7*3a2s,2,2,2,
30 Apr 20,7*3as,7,5,5,
30 Apr 20,7*3a,1,1,1,
30 Apr 20,8*4a,3,0,0,
30 Apr 20,7*2a,2,1,1,
30 Apr 20,7*a,6,5->1,1,
30 Apr 20,8*d,2,1,1,
30 Apr 20,8*2d,2,1,1,
30 Apr 20,7*c,1,0,0,
30 Apr 20,9*2a,3,1,1,
30 Apr 20,10*s,9,6->5,4,
30 Apr 20,10*as,7,4,5,
30 Apr 20,10*2a,1,1,0,
30 Apr 20,12*2ag,5,0,0,
30 Apr 20,12*m,2,1,1,
30 Apr 20,12*a,2,0->1,1,
30 Apr 20,12*2g,3,2,4,
30 Apr 20,11*a,2,1,2,
30 Apr 20,11*g,3,1,1,
30 Apr 20,12*g,1,0,0,
30 Apr 20,13*g,4,0,0,
30 Apr 20,15*2d,3,2,3,
30 Apr 20,17*a,1,1,1,
30 Apr 20,16*m,1,0,0,
30 Apr 20,17*m,2,0,0,
30 Apr 20,18*m,1,1,1,
30 Apr 20,19*m,1,1,1,
30 Apr 20,18*g,8,1->2,1,
30 Apr 20,19*d,7,4->2,1,
30 Apr 20,19*2d,1,1,3,
30 Apr 20,19*2m,2,2,2,
30 Apr 20,20*a,3,0,0,
30 Apr 20,21*g,3,2,3,
30 Apr 20,23*3a,5,2,2,
30 Apr 20,25*3g,1,1,1,
1 May 20,1*4a,2,1,3,
1 May 20,2*5a,1,0,0,
1 May 20,3*2ag,8,1->0,0,
1 May 20,4*3a2g,13,4->3,2,
1 May 20,4*3a,10,0,0,
1 May 20,4*2a,9,3->2,1,
1 May 20,3*3g,2,0,0,
1 May 20,6*2a,1,1,1,
1 May 20,5*2a,1,0,0,
1 May 20,5*2ag,3,3,2,
1 May 20,5*3as,1,1,0,
1 May 20,5*4a,9,0,0,
1 May 20,6*5a,2,1,0,
1 May 20,5*4as,5,2,1,
1 May 20,7*3a3s,1,1,1,
1 May 20,8*4a2s,3,3,1,
1 May 20,7*3a2s,2,2,2,
1 May 20,7*3as,7,5,4,
1 May 20,7*3a,1,1,1,
1 May 20,8*4a,3,0,0,
1 May 20,7*2a,2,1->0,0,
1 May 20,7*a,6,1->0,0,
1 May 20,8*2d,2,1,1,
1 May 20,8*d,2,1->0,0,
1 May 20,7*c,1,0,0,
1 May 20,9*2a,3,1,1,
1 May 20,10*s,9,5,5,
1 May 20,10*as,7,4->3,2,
1 May 20,10*2a,1,1,1,
1 May 20,12*2ag,5,0,0,
1 May 20,12*m,2,1->2,2,
1 May 20,12*a,2,1,1,
1 May 20,12*2g,3,2,1,
1 May 20,11*a,2,1,0,
1 May 20,11*g,3,1,0,
1 May 20,12*g,1,0,0,
1 May 20,13*g,4,0,0,
1 May 20,15*2d,3,2,2,
1 May 20,17*a,1,1->0,0,
1 May 20,16*m,1,0,0,
1 May 20,17*m,2,0,0,
1 May 20,18*m,1,1,0,
1 May 20,19*m,1,1,0,
1 May 20,18*g,8,2,1,
1 May 20,19*d,7,2,2,
1 May 20,19*2d,1,1,0,
1 May 20,19*2m,2,2,2,
1 May 20,20*a,3,0,0,
1 May 20,21*g,3,2,1,
1 May 20,23*3a,5,2->0,0,
1 May 20,25*3g,1,1,1,
2 May 20,1*4a,2,1,1,
2 May 20,2*5a,1,0,0,
2 May 20,3*2ag,8,0,0,
2 May 20,4*3a2g,13,3->2,2,
2 May 20,4*3a,10,0,0,
2 May 20,4*2a,9,2->1,1,
2 May 20,3*3g,2,0,0,
2 May 20,6*2a,1,1->0,0,
2 May 20,5*2a,1,0,0,
2 May 20,5*2ag,3,3->2,2,
2 May 20,5*3as,1,1,1,
2 May 20,5*4a,9,0,0,
2 May 20,6*5a,2,1,1,
2 May 20,5*4as,5,2->1,1,
2 May 20,7*3a3s,1,1,0,
2 May 20,8*4a2s,3,3,2,
2 May 20,7*3a2s,2,2,0,
2 May 20,7*3as,7,5->3,3,
2 May 20,7*3a,1,1,1,
2 May 20,8*4a,3,0,0,
2 May 20,7*2a,2,0,0,
2 May 20,7*a,6,0,0,
2 May 20,8*2d,2,1,1,
2 May 20,8*d,2,0,0,
2 May 20,7*c,1,0,0,
2 May 20,9*2a,3,1,1,
2 May 20,10*s,9,5->4,1,
2 May 20,10*as,7,3->2,1,
2 May 20,10*2a,1,1->0,0,
2 May 20,12*2ag,5,0,0,
2 May 20,12*m,2,2,0,
2 May 20,12*a,2,1,0,
2 May 20,12*2g,3,2,2,
2 May 20,11*a,2,1,1,
2 May 20,11*g,3,1,1,
2 May 20,12*g,1,0,0,
2 May 20,13*g,4,0,0,
2 May 20,15*2d,3,2,1,
2 May 20,17*a,1,0,0,
2 May 20,16*m,1,0,0,
2 May 20,17*m,2,0,0,
2 May 20,18*m,1,1,1,
2 May 20,19*m,1,1,0,
2 May 20,18*g,8,2,1,
2 May 20,19*d,7,2->0,0,
2 May 20,19*2d,1,1,0,
2 May 20,19*2m,2,2,0,
2 May 20,20*a,3,0,0,
2 May 20,21*g,3,2->1,1,
2 May 20,23*3a,5,0,0,
2 May 20,25*3g,1,1,0,
3 May 20,1*4a,2,1,0,
3 May 20,2*5a,1,0,0,
3 May 20,3*2ag,8,0,0,
3 May 20,4*3a2g,13,2->0,0,
3 May 20,4*3a,10,0,0,
3 May 20,4*2a,9,1->0,0,
3 May 20,3*3g,2,0,0,
3 May 20,6*2a,1,0,0,
3 May 20,5*2a,1,0,0,
3 May 20,5*2ag,3,2,2,
3 May 20,5*3as,1,1,1,
3 May 20,5*4a,9,0,0,
3 May 20,6*5a,2,1,0,
3 May 20,5*4as,5,1->0,0,
3 May 20,7*3a3s,1,1,1,
3 May 20,8*4a2s,3,3->2,2,
3 May 20,7*3a2s,2,2,2,
3 May 20,7*3as,7,3,2,
3 May 20,7*3a,1,1,1,
3 May 20,8*4a,3,0,0,
3 May 20,7*2a,2,0,0,
3 May 20,7*a,6,0,0,
3 May 20,8*2d,2,1,1,
3 May 20,8*d,2,0,0,
3 May 20,7*c,1,0,0,
3 May 20,9*2a,3,1,0,
3 May 20,10*s,9,4->3,3,
3 May 20,10*as,7,2,2,
3 May 20,10*2a,1,0,0,
3 May 20,12*2ag,5,0,0,
3 May 20,12*m,2,2,2,
3 May 20,12*a,2,1,1,
3 May 20,12*2g,3,2,1,
3 May 20,11*a,2,1,1,
3 May 20,11*g,3,1->0,0,
3 May 20,12*g,1,0,0,
3 May 20,13*g,4,0,0,
3 May 20,15*2d,3,2,1,
3 May 20,17*a,1,0,0,
3 May 20,16*m,1,0,0,
3 May 20,17*m,2,0,0,
3 May 20,18*m,1,1->0,0,
3 May 20,19*m,1,1,1,
3 May 20,18*g,8,2->5,5,
3 May 20,19*d,7,0,0,
3 May 20,19*2d,1,1,1,
3 May 20,19*2m,2,2,2,
3 May 20,20*a,3,0,0,
3 May 20,21*g,3,1,1,
3 May 20,23*3a,5,0,0,
3 May 20,25*3g,1,1,0,
4 May 20,1*4a,2,1,1,
4 May 20,2*5a,1,0,0,
4 May 20,3*2ag,8,0,0,
4 May 20,4*3a2g,13,0,0,
4 May 20,4*3a,10,0,0,
4 May 20,4*2a,9,0,0,
4 May 20,3*3g,2,0,0,
4 May 20,6*2a,1,0,0,
4 May 20,5*2a,1,0,0,
4 May 20,5*2ag,3,2,2,
4 May 20,5*3as,1,1,0,
4 May 20,5*4a,9,0,0,
4 May 20,6*5a,2,1,0,
4 May 20,5*4as,5,0,0,
4 May 20,7*3a3s,1,1,1,
4 May 20,8*4a2s,3,2->1,0,
4 May 20,7*3a2s,2,2,0,
4 May 20,7*3as,7,3,1,
4 May 20,7*3a,1,1,1,
4 May 20,8*4a,3,0,0,
4 May 20,7*2a,2,0,0,
4 May 20,7*a,6,0,0,
4 May 20,8*2d,2,1->2,0,
4 May 20,8*d,2,0,0,
4 May 20,7*c,1,0,0,
4 May 20,9*2a,3,1,0,
4 May 20,10*s,9,3->0,0,
4 May 20,10*as,7,2,1,
4 May 20,10*2a,1,0,0,
4 May 20,12*2ag,5,0,0,
4 May 20,12*m,2,2,1,
4 May 20,12*a,2,1,1,
4 May 20,12*2g,3,2,2,
4 May 20,11*a,2,1,1,
4 May 20,11*g,3,0,0,
4 May 20,12*g,1,0,0,
4 May 20,13*g,4,0,0,
4 May 20,15*2d,3,2,2,
4 May 20,17*a,1,0,0,
4 May 20,16*m,1,0,0,
4 May 20,17*m,2,0,0,
4 May 20,18*m,1,0,0,
4 May 20,18*g,8,5->7,7,
4 May 20,19*m,1,1->0,0,
4 May 20,19*d,7,0,0,
4 May 20,19*2d,1,1,0,
4 May 20,19*2m,2,2,1,
4 May 20,20*a,3,0,0,
